ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
000276,0,nan,nan,nan
000277,0,nan,nan,nan
000278,0,nan,nan,nan
000279,0,nan,nan,nan
000280,0,nan,nan,nan
000281,0,nan,nan,nan
000282,0,nan,nan,nan
000283,0,nan,nan,nan
000284,0,nan,nan,nan
000285,0,nan,nan,nan
000286,0,nan,nan,nan
000287,0,nan,nan,nan
000288,0,nan,nan,nan
000289,0,nan,nan,nan
000290,0,nan,nan,nan
000291,0,nan,nan,nan
000292,0,nan,nan,nan
000293,0,nan,nan,nan
000294,0,nan,nan,nan
000295,0,nan,nan,nan
000296,0,nan,nan,nan
000297,0,nan,nan,nan
000298,0,nan,nan,nan
000299,0,nan,nan,nan
000300,0,nan,nan,nan
000301,0,nan,nan,nan
000302,0,nan,nan,nan
000303,0,nan,nan,nan
000304,0,nan,nan,nan
000305,0,nan,nan,nan
000306,0,nan,nan,nan
000307,0,nan,nan,nan
000308,0,nan,nan,nan
000309,0,nan,nan,nan
000310,0,nan,nan,nan
000311,0,nan,nan,nan
000312,0,nan,nan,nan
000313,0,nan,nan,nan
000314,0,nan,nan,nan
000315,0,nan,nan,nan
000316,0,nan,nan,nan
000317,0,nan,nan,nan
000318,0,nan,nan,nan
000319,0,nan,nan,nan
000320,0,nan,nan,nan
000321,0,nan,nan,nan
000322,0,nan,nan,nan
000323,0,nan,nan,nan
000324,0,nan,nan,nan
000325,0,nan,nan,nan
000326,0,nan,nan,nan
000327,0,nan,nan,nan
000328,0,nan,nan,nan
000329,0,nan,nan,nan
000330,0,nan,nan,nan
000331,0,nan,nan,nan
000332,0,nan,nan,nan
000333,0,nan,nan,nan
000334,0,nan,nan,nan
000335,0,nan,nan,nan
000336,0,nan,nan,nan
000337,0,nan,nan,nan
000338,0,nan,nan,nan
000339,0,nan,nan,nan
000340,0,nan,nan,nan
000341,0,nan,nan,nan
000342,0,nan,nan,nan
000343,0,nan,nan,nan
000344,0,nan,nan,nan
000345,0,nan,nan,nan
000346,0,nan,nan,nan
000347,0,nan,nan,nan
000348,0,nan,nan,nan
000349,0,nan,nan,nan
000350,0,nan,nan,nan
000351,0,nan,nan,nan
000352,0,nan,nan,nan
000353,0,nan,nan,nan
000354,0,nan,nan,nan
000355,0,nan,nan,nan
000356,0,nan,nan,nan
000357,0,nan,nan,nan
000358,0,nan,nan,nan
000359,0,nan,nan,nan
000360,0,nan,nan,nan
000361,0,nan,nan,nan
000362,0,nan,nan,nan
000363,0,nan,nan,nan
000364,0,nan,nan,nan
000365,0,nan,nan,nan
000366,0,nan,nan,nan
000367,0,nan,nan,nan
000368,0,nan,nan,nan
000369,0,nan,nan,nan
000370,0,nan,nan,nan
000371,0,nan,nan,nan
000372,0,nan,nan,nan
000373,0,nan,nan,nan
000374,0,nan,nan,nan
000375,0,nan,nan,nan
000376,0,nan,nan,nan
000377,0,nan,nan,nan
000378,0,nan,nan,nan
000379,0,nan,nan,nan
000380,0,nan,nan,nan
000381,0,nan,nan,nan
000382,0,nan,nan,nan
000383,0,nan,nan,nan
000384,0,nan,nan,nan
000385,0,nan,nan,nan
000386,0,nan,nan,nan
000387,0,nan,nan,nan
000388,0,nan,nan,nan
000389,0,nan,nan,nan
000390,0,nan,nan,nan
000391,0,nan,nan,nan
000392,0,nan,nan,nan
000393,0,nan,nan,nan
000394,0,nan,nan,nan
000395,0,nan,nan,nan
000396,0,nan,nan,nan
000397,0,nan,nan,nan
000398,0,nan,nan,nan
000399,0,nan,nan,nan
000400,0,nan,nan,nan
000401,0,nan,nan,nan
000402,0,nan,nan,nan
000403,0,nan,nan,nan
000404,0,nan,nan,nan
000405,0,nan,nan,nan
000406,0,nan,nan,nan
000407,0,nan,nan,nan
000408,0,nan,nan,nan
000409,0,nan,nan,nan
000410,0,nan,nan,nan
000411,0,nan,nan,nan
000412,0,nan,nan,nan
000413,0,nan,nan,nan
000414,0,nan,nan,nan
000415,0,nan,nan,nan
000416,0,nan,nan,nan
000417,0,nan,nan,nan
000418,0,nan,nan,nan
000419,0,nan,nan,nan
000420,0,nan,nan,nan
000421,0,nan,nan,nan
000422,0,nan,nan,nan
000423,0,nan,nan,nan
000424,0,nan,nan,nan
000425,0,nan,nan,nan
000426,0,nan,nan,nan
000427,0,nan,nan,nan
000428,0,nan,nan,nan
000429,0,nan,nan,nan
000430,0,nan,nan,nan
000431,0,nan,nan,nan
000432,0,nan,nan,nan
000433,0,nan,nan,nan
000434,0,nan,nan,nan
000435,0,nan,nan,nan
000436,0,nan,nan,nan
000437,0,nan,nan,nan
000438,0,nan,nan,nan
000439,0,nan,nan,nan
000440,0,nan,nan,nan
000441,0,nan,nan,nan
000442,0,nan,nan,nan
000443,0,nan,nan,nan
000444,0,nan,nan,nan
000445,0,nan,nan,nan
000446,0,nan,nan,nan
000447,0,nan,nan,nan
000448,0,nan,nan,nan
000449,0,nan,nan,nan
000450,0,nan,nan,nan
000451,0,nan,nan,nan
000452,0,nan,nan,nan
000453,0,nan,nan,nan
000454,0,nan,nan,nan
000455,0,nan,nan,nan
000456,0,nan,nan,nan
000457,0,nan,nan,nan
000458,0,nan,nan,nan
000459,0,nan,nan,nan
000460,0,nan,nan,nan
000461,0,nan,nan,nan
000462,0,nan,nan,nan
000463,0,nan,nan,nan
000464,0,nan,nan,nan
000465,0,nan,nan,nan
000466,0,nan,nan,nan
000467,0,nan,nan,nan
000468,0,nan,nan,nan
000469,0,nan,nan,nan
000470,0,nan,nan,nan
000471,0,nan,nan,nan
000472,0,nan,nan,nan
000473,0,nan,nan,nan
000474,0,nan,nan,nan
000475,0,nan,nan,nan
000476,0,nan,nan,nan
000477,0,nan,nan,nan
000478,0,nan,nan,nan
000479,0,nan,nan,nan
000480,0,nan,nan,nan
000481,0,nan,nan,nan
000482,0,nan,nan,nan
000483,0,nan,nan,nan
000484,0,nan,nan,nan
000485,0,nan,nan,nan
000486,0,nan,nan,nan
000487,0,nan,nan,nan
000488,0,nan,nan,nan
000489,0,nan,nan,nan
000490,0,nan,nan,nan
000491,0,nan,nan,nan
000492,0,nan,nan,nan
000493,0,nan,nan,nan
000494,0,nan,nan,nan
000495,0,nan,nan,nan
000496,0,nan,nan,nan
000497,0,nan,nan,nan
000498,0,nan,nan,nan
000499,0,nan,nan,nan
000500,0,nan,nan,nan
000501,0,nan,nan,nan
000502,0,nan,nan,nan
000503,0,nan,nan,nan
000504,0,nan,nan,nan
000505,0,nan,nan,nan
000506,0,nan,nan,nan
000507,0,nan,nan,nan
000508,0,nan,nan,nan
000509,0,nan,nan,nan
000510,0,nan,nan,nan
000511,0,nan,nan,nan
000512,0,nan,nan,nan
000513,0,nan,nan,nan
000514,0,nan,nan,nan
000515,0,nan,nan,nan
000516,0,nan,nan,nan
000517,0,nan,nan,nan
000518,0,nan,nan,nan
000519,0,nan,nan,nan
000520,0,nan,nan,nan
000521,0,nan,nan,nan
000522,0,nan,nan,nan
000523,0,nan,nan,nan
000524,0,nan,nan,nan
000525,0,nan,nan,nan
000526,0,nan,nan,nan
000527,0,nan,nan,nan
000528,0,nan,nan,nan
000529,0,nan,nan,nan
000530,0,nan,nan,nan
000531,0,nan,nan,nan
000532,0,nan,nan,nan
000533,0,nan,nan,nan
000534,0,nan,nan,nan
000535,0,nan,nan,nan
000536,0,nan,nan,nan
000537,0,nan,nan,nan
000538,0,nan,nan,nan
000539,0,nan,nan,nan
000540,0,nan,nan,nan
000541,0,nan,nan,nan
000542,0,nan,nan,nan
000543,0,nan,nan,nan
000544,0,nan,nan,nan
000545,0,nan,nan,nan
000546,0,nan,nan,nan
000547,0,nan,nan,nan
000548,0,nan,nan,nan
000549,0,nan,nan,nan
000550,0,nan,nan,nan
000551,0,nan,nan,nan
000552,0,nan,nan,nan
000553,0,nan,nan,nan
000554,0,nan,nan,nan
000555,0,nan,nan,nan
000556,0,nan,nan,nan
000557,0,nan,nan,nan
000558,0,nan,nan,nan
000559,0,nan,nan,nan
000560,0,nan,nan,nan
000561,0,nan,nan,nan
000562,0,nan,nan,nan
000563,0,nan,nan,nan
000564,0,nan,nan,nan
000565,0,nan,nan,nan
000566,0,nan,nan,nan
000567,0,nan,nan,nan
000568,0,nan,nan,nan
000569,0,nan,nan,nan
000570,0,nan,nan,nan
000571,0,nan,nan,nan
000572,0,nan,nan,nan
000573,0,nan,nan,nan
000574,0,nan,nan,nan
000575,0,nan,nan,nan
000576,0,nan,nan,nan
000577,0,nan,nan,nan
000578,0,nan,nan,nan
000579,0,nan,nan,nan
000580,0,nan,nan,nan
000581,0,nan,nan,nan
000582,0,nan,nan,nan
000583,0,nan,nan,nan
000584,0,nan,nan,nan
000585,0,nan,nan,nan
000586,0,nan,nan,nan
000587,0,nan,nan,nan
000588,0,nan,nan,nan
000589,0,nan,nan,nan
000590,0,nan,nan,nan
000591,0,nan,nan,nan
000592,0,nan,nan,nan
000593,0,nan,nan,nan
000594,0,nan,nan,nan
000595,0,nan,nan,nan
000596,0,nan,nan,nan
000597,0,nan,nan,nan
000598,0,nan,nan,nan
000599,0,nan,nan,nan
000600,0,nan,nan,nan
000601,0,nan,nan,nan
000602,0,nan,nan,nan
000603,0,nan,nan,nan
000604,0,nan,nan,nan
000605,0,nan,nan,nan
000606,0,nan,nan,nan
000607,0,nan,nan,nan
000608,0,nan,nan,nan
000609,0,nan,nan,nan
000610,0,nan,nan,nan
000611,0,nan,nan,nan
000612,0,nan,nan,nan
000613,0,nan,nan,nan
000614,0,nan,nan,nan
000615,0,nan,nan,nan
000616,0,nan,nan,nan
000617,0,nan,nan,nan
000618,0,nan,nan,nan
000619,0,nan,nan,nan
000620,0,nan,nan,nan
000621,0,nan,nan,nan
000622,0,nan,nan,nan
000623,0,nan,nan,nan
000624,0,nan,nan,nan
000625,0,nan,nan,nan
000626,0,nan,nan,nan
000627,0,nan,nan,nan
000628,0,nan,nan,nan
000629,0,nan,nan,nan
000630,0,nan,nan,nan
000631,0,nan,nan,nan
000632,0,nan,nan,nan
000633,0,nan,nan,nan
000634,0,nan,nan,nan
000635,0,nan,nan,nan
000636,0,nan,nan,nan
000637,0,nan,nan,nan
000638,0,nan,nan,nan
000639,0,nan,nan,nan
000640,0,nan,nan,nan
000641,0,nan,nan,nan
000642,0,nan,nan,nan
000643,0,nan,nan,nan
000644,0,nan,nan,nan
000645,0,nan,nan,nan
000646,0,nan,nan,nan
000647,0,nan,nan,nan
000648,0,nan,nan,nan
000649,0,nan,nan,nan
000650,0,nan,nan,nan
000651,0,nan,nan,nan
000652,0,nan,nan,nan
000653,0,nan,nan,nan
000654,0,nan,nan,nan
000655,0,nan,nan,nan
000656,0,nan,nan,nan
000657,0,nan,nan,nan
000658,0,nan,nan,nan
000659,0,nan,nan,nan
000660,0,nan,nan,nan
000661,0,nan,nan,nan
000662,0,nan,nan,nan
000663,0,nan,nan,nan
000664,0,nan,nan,nan
000665,0,nan,nan,nan
000666,0,nan,nan,nan
000667,0,nan,nan,nan
000668,0,nan,nan,nan
000669,0,nan,nan,nan
000670,0,nan,nan,nan
000671,0,nan,nan,nan
000672,0,nan,nan,nan
000673,0,nan,nan,nan
000674,0,nan,nan,nan
000675,0,nan,nan,nan
000676,0,nan,nan,nan
000677,0,nan,nan,nan
000678,0,nan,nan,nan
000679,0,nan,nan,nan
000680,0,nan,nan,nan
000681,0,nan,nan,nan
000682,0,nan,nan,nan
000683,0,nan,nan,nan
000684,0,nan,nan,nan
000685,0,nan,nan,nan
000686,0,nan,nan,nan
000687,0,nan,nan,nan
000688,0,nan,nan,nan
000689,0,nan,nan,nan
000690,0,nan,nan,nan
000691,0,nan,nan,nan
000692,0,nan,nan,nan
000693,0,nan,nan,nan
000694,0,nan,nan,nan
000695,0,nan,nan,nan
000696,0,nan,nan,nan
000697,0,nan,nan,nan
000698,0,nan,nan,nan
000699,0,nan,nan,nan
000700,0,nan,nan,nan
000701,0,nan,nan,nan
000702,0,nan,nan,nan
000703,0,nan,nan,nan
000704,0,nan,nan,nan
000705,0,nan,nan,nan
000706,0,nan,nan,nan
000707,0,nan,nan,nan
000708,0,nan,nan,nan
000709,0,nan,nan,nan
000710,0,nan,nan,nan
000711,0,nan,nan,nan
000712,0,nan,nan,nan
000713,0,nan,nan,nan
000714,0,nan,nan,nan
000715,0,nan,nan,nan
000716,0,nan,nan,nan
000717,0,nan,nan,nan
000718,0,nan,nan,nan
000719,0,nan,nan,nan
000720,0,nan,nan,nan
000721,0,nan,nan,nan
000722,0,nan,nan,nan
000723,0,nan,nan,nan
000724,0,nan,nan,nan
000725,0,nan,nan,nan
000726,0,nan,nan,nan
000727,0,nan,nan,nan
000728,0,nan,nan,nan
000729,0,nan,nan,nan
000730,0,nan,nan,nan
000731,0,nan,nan,nan
000732,0,nan,nan,nan
000733,0,nan,nan,nan
000734,0,nan,nan,nan
000735,0,nan,nan,nan
000736,0,nan,nan,nan
000737,0,nan,nan,nan
000738,0,nan,nan,nan
000739,0,nan,nan,nan
000740,0,nan,nan,nan
000741,0,nan,nan,nan
000742,0,nan,nan,nan
000743,0,nan,nan,nan
000744,0,nan,nan,nan
000745,0,nan,nan,nan
000746,0,nan,nan,nan
000747,0,nan,nan,nan
000748,0,nan,nan,nan
000749,0,nan,nan,nan
000750,0,nan,nan,nan
000751,0,nan,nan,nan
000752,0,nan,nan,nan
000753,0,nan,nan,nan
000754,0,nan,nan,nan
000755,0,nan,nan,nan
000756,0,nan,nan,nan
000757,0,nan,nan,nan
000758,0,nan,nan,nan
000759,0,nan,nan,nan
000760,0,nan,nan,nan
000761,0,nan,nan,nan
000762,0,nan,nan,nan
000763,0,nan,nan,nan
000764,0,nan,nan,nan
000765,0,nan,nan,nan
000766,0,nan,nan,nan
000767,0,nan,nan,nan
000768,0,nan,nan,nan
000769,0,nan,nan,nan
000770,0,nan,nan,nan
000771,0,nan,nan,nan
000772,0,nan,nan,nan
000773,0,nan,nan,nan
000774,0,nan,nan,nan
000775,0,nan,nan,nan
000776,0,nan,nan,nan
000777,0,nan,nan,nan
000778,0,nan,nan,nan
000779,0,nan,nan,nan
000780,0,nan,nan,nan
000781,0,nan,nan,nan
000782,0,nan,nan,nan
000783,0,nan,nan,nan
000784,0,nan,nan,nan
000785,0,nan,nan,nan
000786,0,nan,nan,nan
000787,0,nan,nan,nan
000788,0,nan,nan,nan
000789,0,nan,nan,nan
000790,0,nan,nan,nan
000791,0,nan,nan,nan
000792,0,nan,nan,nan
000793,0,nan,nan,nan
000794,0,nan,nan,nan
000795,0,nan,nan,nan
000796,0,nan,nan,nan
000797,0,nan,nan,nan
000798,0,nan,nan,nan
000799,0,nan,nan,nan
000800,0,nan,nan,nan
000801,0,nan,nan,nan
000802,0,nan,nan,nan
000803,0,nan,nan,nan
000804,0,nan,nan,nan
000805,0,nan,nan,nan
000806,0,nan,nan,nan
000807,0,nan,nan,nan
000808,0,nan,nan,nan
000809,0,nan,nan,nan
000810,0,nan,nan,nan
000811,0,nan,nan,nan
000812,0,nan,nan,nan
000813,0,nan,nan,nan
000814,0,nan,nan,nan
000815,0,nan,nan,nan
000816,0,nan,nan,nan
000817,0,nan,nan,nan
000818,0,nan,nan,nan
000819,0,nan,nan,nan
000820,0,nan,nan,nan
000821,0,nan,nan,nan
000822,0,nan,nan,nan
000823,0,nan,nan,nan
000824,0,nan,nan,nan
000825,0,nan,nan,nan
000826,0,nan,nan,nan
000827,0,nan,nan,nan
000828,0,nan,nan,nan
000829,0,nan,nan,nan
000830,0,nan,nan,nan
000831,0,nan,nan,nan
000832,0,nan,nan,nan
000833,0,nan,nan,nan
000834,0,nan,nan,nan
000835,0,nan,nan,nan
000836,0,nan,nan,nan
000837,0,nan,nan,nan
000838,0,nan,nan,nan
000839,0,nan,nan,nan
000840,0,nan,nan,nan
000841,0,nan,nan,nan
000842,0,nan,nan,nan
000843,0,nan,nan,nan
000844,0,nan,nan,nan
000845,0,nan,nan,nan
000846,0,nan,nan,nan
000847,0,nan,nan,nan
000848,0,nan,nan,nan
000849,0,nan,nan,nan
000850,0,nan,nan,nan
000851,0,nan,nan,nan
000852,0,nan,nan,nan
000853,0,nan,nan,nan
000854,0,nan,nan,nan
000855,0,nan,nan,nan
000856,0,nan,nan,nan
000857,0,nan,nan,nan
000858,0,nan,nan,nan
000859,0,nan,nan,nan
000860,0,nan,nan,nan
000861,0,nan,nan,nan
000862,0,nan,nan,nan
000863,0,nan,nan,nan
000864,0,nan,nan,nan
000865,0,nan,nan,nan
000866,0,nan,nan,nan
000867,0,nan,nan,nan
000868,0,nan,nan,nan
000869,0,nan,nan,nan
000870,0,nan,nan,nan
000871,0,nan,nan,nan
000872,0,nan,nan,nan
000873,0,nan,nan,nan
000874,0,nan,nan,nan
000875,0,nan,nan,nan
000876,0,nan,nan,nan
000877,0,nan,nan,nan
000878,0,nan,nan,nan
000879,0,nan,nan,nan
000880,0,nan,nan,nan
000881,0,nan,nan,nan
000882,0,nan,nan,nan
000883,0,nan,nan,nan
000884,0,nan,nan,nan
000885,0,nan,nan,nan
000886,0,nan,nan,nan
000887,0,nan,nan,nan
000888,0,nan,nan,nan
000889,0,nan,nan,nan
000890,0,nan,nan,nan
000891,0,nan,nan,nan
000892,0,nan,nan,nan
000893,0,nan,nan,nan
000894,0,nan,nan,nan
000895,0,nan,nan,nan
000896,0,nan,nan,nan
000897,0,nan,nan,nan
000898,0,nan,nan,nan
000899,0,nan,nan,nan
000900,0,nan,nan,nan
000901,0,nan,nan,nan
000902,0,nan,nan,nan
000903,0,nan,nan,nan
000904,0,nan,nan,nan
000905,0,nan,nan,nan
000906,0,nan,nan,nan
000907,0,nan,nan,nan
000908,0,nan,nan,nan
000909,0,nan,nan,nan
000910,0,nan,nan,nan
000911,0,nan,nan,nan
000912,0,nan,nan,nan
000913,0,nan,nan,nan
000914,0,nan,nan,nan
000915,0,nan,nan,nan
000916,0,nan,nan,nan
000917,0,nan,nan,nan
000918,0,nan,nan,nan
000919,0,nan,nan,nan
000920,0,nan,nan,nan
000921,0,nan,nan,nan
000922,0,nan,nan,nan
000923,0,nan,nan,nan
000924,0,nan,nan,nan
000925,0,nan,nan,nan
000926,0,nan,nan,nan
000927,0,nan,nan,nan
000928,0,nan,nan,nan
000929,0,nan,nan,nan
000930,0,nan,nan,nan
000931,0,nan,nan,nan
000932,0,nan,nan,nan
000933,0,nan,nan,nan
000934,0,nan,nan,nan
000935,0,nan,nan,nan
000936,0,nan,nan,nan
000937,0,nan,nan,nan
000938,0,nan,nan,nan
000939,0,nan,nan,nan
000940,0,nan,nan,nan
000941,0,nan,nan,nan
000942,0,nan,nan,nan
000943,0,nan,nan,nan
000944,0,nan,nan,nan
000945,0,nan,nan,nan
000946,0,nan,nan,nan
000947,0,nan,nan,nan
000948,0,nan,nan,nan
000949,0,nan,nan,nan
000950,0,nan,nan,nan
000951,0,nan,nan,nan
000952,0,nan,nan,nan
000953,0,nan,nan,nan
000954,0,nan,nan,nan
000955,0,nan,nan,nan
000956,0,nan,nan,nan
000957,0,nan,nan,nan
000958,0,nan,nan,nan
000959,0,nan,nan,nan
000960,0,nan,nan,nan
000961,0,nan,nan,nan
000962,0,nan,nan,nan
000963,0,nan,nan,nan
000964,0,nan,nan,nan
000965,0,nan,nan,nan
000966,0,nan,nan,nan
000967,0,nan,nan,nan
000968,0,nan,nan,nan
000969,0,nan,nan,nan
000970,0,nan,nan,nan
000971,0,nan,nan,nan
000972,0,nan,nan,nan
000973,0,nan,nan,nan
000974,0,nan,nan,nan
000975,0,nan,nan,nan
000976,0,nan,nan,nan
000977,0,nan,nan,nan
000978,0,nan,nan,nan
000979,0,nan,nan,nan
000980,0,nan,nan,nan
000981,0,nan,nan,nan
000982,0,nan,nan,nan
000983,0,nan,nan,nan
000984,0,nan,nan,nan
000985,0,nan,nan,nan
000986,0,nan,nan,nan
000987,0,nan,nan,nan
000988,0,nan,nan,nan
000989,0,nan,nan,nan
000990,0,nan,nan,nan
000991,0,nan,nan,nan
000992,0,nan,nan,nan
000993,0,nan,nan,nan
